step	unique
94	0.0
188	0.0
282	0.0
376	0.0
470	0.0
564	0.0
658	0.0
752	0.0
846	0.0
940	0.0
1034	0.0
1128	0.0
1222	0.0
1316	0.0
1410	0.0
1504	0.0
1598	0.0
1692	0.0
1786	0.0
1880	0.0
1974	0.0
2068	0.0
2162	0.0
2256	0.0
2350	0.0
2444	0.0
2538	0.0
2632	0.0
2726	0.0
2820	0.0
2914	0.0
3008	0.0
3102	0.0
3196	0.0
3290	0.0
3384	0.0
3478	0.0
3572	0.0
3666	0.0
3760	0.0
3854	0.0
3948	0.0
4042	0.0
4136	0.0
4230	0.0
4324	0.0
4418	0.0
4512	0.0
4606	0.0
4700	0.0
4794	0.0
4888	0.0
4982	0.0
5076	0.0
5170	0.0
5264	0.0
5358	0.0
5452	0.0
5546	0.0
5640	0.0
5734	0.0
5828	0.0
5922	0.0
6016	0.0
6110	0.0
6204	0.0
6298	0.0
6392	0.0
6486	0.0
6580	0.0
6674	0.0
6768	0.0
6862	0.0
6956	0.0
7050	0.0
7144	0.0
7238	0.0
7332	0.0
7426	0.0
7520	0.0
7614	0.0
7708	0.0
7802	0.0
7896	0.0
7990	0.0
8084	0.0
8178	0.0
8272	0.0
8366	0.0
8460	0.0
8554	0.0
8648	0.0
8742	0.0
8836	0.0
8930	0.0
9024	0.0
9118	0.0
9212	0.0
9306	0.0
9400	0.0
